1.000000000000000021e-03 9.970711998554892766e-06
1.709975946676696315e-03 9.977695969703406949e-06
2.924017738212866813e-03 1.005736039549382027e-05
4.999999999999999237e-03 1.012915373572734204e-05
6.012748018984175394e-03 1.021515256247542574e-05
7.230627747959626414e-03 1.032368365682798481e-05
8.695188533511241658e-03 1.047205946194098360e-05
1.045639552591272857e-02 1.068293936486783173e-05
1.257433429682935401e-02 1.098153580542747719e-05
1.512126072666109509e-02 1.140270724359434885e-05
1.818406609575494437e-02 1.198503866625494071e-05
2.186724147886556432e-02 1.283768595973592205e-05
2.629644257653948949e-02 1.394280682149522863e-05
3.162277660168379134e-02 1.539449759079300039e-05
3.802795747331067649e-02 1.724147049975582766e-05
4.573050519273265391e-02 1.976608330369867983e-05
5.499320090094974439e-02 2.293040527781057099e-05
6.613205195495687472e-02 2.694833342656345214e-05
7.952707287670507386e-02 3.207644394014913010e-05
9.563524997900373081e-02 3.825192742441151572e-05
1.150061319712622210e-01 4.582519415601169160e-05
1.383005784362478507e-01 5.500291104495574337e-05
1.663133058033829936e-01 6.588570769240441717e-05
2.000000000000000389e-01 7.919056378686199587e-05
1.414213562373095101e+01 5.490077101171858542e-03
1.000000000000000000e+03 3.884994484699768047e-01
