1.260000000000000052e-03 1.093314885465912094e-08
1.726390103290462944e-03 9.378957927940222798e-09
2.365414911697821549e-03 8.405507989138577213e-09
3.240975312484763865e-03 7.628736100756756380e-09
4.440625162287627908e-03 6.952602726266464596e-09
6.084326454441243461e-03 6.364811430296106699e-09
8.336445219155327185e-03 5.843072125399744980e-09
1.142218771664511856e-02 5.376301366289976084e-09
1.565012050154128767e-02 4.929746968526554969e-09
2.144302630886035788e-02 4.516597603420950961e-09
2.938018127318535455e-02 4.139718674474108595e-09
4.025528109754522577e-02 3.855136618415556862e-09
5.515580864442675563e-02 3.776088828280666111e-09
7.557177951009595718e-02 4.190417040592271801e-09
1.035447398684751080e-01 7.493182445583471700e-09
1.418719159973974853e-01 1.554731266272122198e-08
1.418719159973974853e-01 3.727132296011600157e-08
1.035447398684751080e-01 6.326194346066396974e-08
7.557177951009595718e-02 9.901149957028750639e-08
5.515580864442675563e-02 1.494227817580187316e-07
4.025528109754522577e-02 2.210724571443690625e-07
2.938018127318535455e-02 3.230439095524445280e-07
2.144302630886035788e-02 4.680940446670826605e-07
1.565012050154128767e-02 6.740823301306081327e-07
1.142218771664511856e-02 9.659140474446791298e-07
8.336445219155327185e-03 1.378521581799520807e-06
6.084326454441243461e-03 1.960718507117965042e-06
4.440625162287627908e-03 2.780881335878564678e-06
3.240975312484763865e-03 3.934114625860325604e-06
2.365414911697821549e-03 5.552461826240515009e-06
1.726390103290462944e-03 7.813568204884843965e-06
1.260000000000000052e-03 1.091759723967095272e-05
