1.000000000000000021e-03 9.846422274308426280e-06
1.610262027560939316e-03 9.860923453571010484e-06
2.592943797404666934e-03 9.898519002340718445e-06
4.175318936560400325e-03 9.995942926832829421e-06
6.723357536499334659e-03 1.015728308864692628e-05
1.082636733874054596e-02 1.096591109248001560e-05
1.743328822199988193e-02 1.230672983054566228e-05
2.807216203941177018e-02 1.427351252497192109e-05
4.520353656360243111e-02 2.006110747040695981e-05
7.278953843983150540e-02 2.978077957828121811e-05
1.172102297533480497e-01 4.455631894381588203e-05
1.887391822135097708e-01 7.332518721644946274e-05
3.039195382313197857e-01 1.168968086561210693e-04
4.893900918477493978e-01 1.809645730407095671e-04
7.880462815669911913e-01 2.867384603086072892e-04
1.268961003167922152e+00 4.712342899835660309e-04
2.043359717856941593e+00 7.640374895051264999e-04
3.290344562312667698e+00 1.252633834744119705e-03
5.298316906283707439e+00 2.011451833002714587e-03
8.531678524172805922e+00 3.159654108069848664e-03
1.373823795883263799e+01 5.190063423071340082e-03
2.212216291070450325e+01 8.370724496644414356e-03
3.562247890262444372e+01 1.326844145118404733e-02
5.736152510448681596e+01 2.144431484832194298e-02
9.236708571873865026e+01 3.442318588149387987e-02
1.487352107293511665e+02 5.568332177382687154e-02
2.395026619987486072e+02 8.972105498125652889e-02
3.856620421163472088e+02 1.446207325704705893e-01
6.210169418915616006e+02 2.327475304707344317e-01
1.000000000000000000e+03 3.747595912934264528e-01
