0.000000000000000000e+00 -4.972290979999814731e+00 -4.801810539520031007e+00 -3.400630082289145317e+00
6.346651825433925753e-02 -4.963852682848233222e+00 -4.794051734872376791e+00 -3.397054669231013069e+00
1.269330365086785151e-01 -4.954479141595411917e+00 -4.785523319922941887e+00 -3.393255409451814142e+00
1.903995547630177865e-01 -4.944132069267157981e+00 -4.776218730770883880e+00 -3.391252946314621486e+00
2.538660730173570301e-01 -4.931304806566686239e+00 -4.766140191405722426e+00 -3.387708998648634395e+00
3.173325912716962738e-01 -4.920735914251998189e+00 -4.755309902371809727e+00 -3.384375688322587283e+00
3.807991095260355729e-01 -4.907033129806554150e+00 -4.743788453725469090e+00 -3.381307415329120492e+00
4.442656277803748166e-01 -4.892371601986803320e+00 -4.731700655381435361e+00 -3.378558017970019645e+00
5.077321460347140603e-01 -4.879464034045622789e+00 -4.719265366117402216e+00 -3.376179984574622317e+00
5.711986642890533039e-01 -4.865140394496611620e+00 -4.705959087340204405e+00 -3.373971642226683887e+00
6.346651825433925476e-01 -4.850903119607540503e+00 -4.694274155336132459e+00 -3.372235005673979824e+00
6.981317007977317912e-01 -4.837330028528195491e+00 -4.683568901058118961e+00 -3.371114845278326388e+00
7.615982190520711459e-01 -4.825802649000376476e+00 -4.674372507069359806e+00 -3.370624718007399157e+00
8.250647373064103896e-01 -4.816967655411438898e+00 -4.667092514376208534e+00 -3.370773461571173080e+00
8.885312555607496332e-01 -4.814489457678067019e+00 -4.663097269487069596e+00 -3.371564069091267601e+00
9.519977738150888769e-01 -4.814458264416755284e+00 -4.662710976113346284e+00 -3.372991327149384766e+00
1.015464292069428121e+00 -4.816829065491138984e+00 -4.665945548340094007e+00 -3.374782875120910575e+00
1.078930810323767364e+00 -4.825460292011466201e+00 -4.672495992217831962e+00 -3.376882329946837125e+00
1.142397328578106608e+00 -4.836705848180313794e+00 -4.681244253839091485e+00 -3.379385009730213163e+00
1.205863846832445851e+00 -4.849932439528308770e+00 -4.691460763837389969e+00 -3.382232552213617627e+00
1.269330365086785095e+00 -4.863841391260780078e+00 -4.702748202147467360e+00 -3.385361847005599056e+00
1.332796883341124339e+00 -4.877820612524462973e+00 -4.715506377092699708e+00 -3.388707146029188433e+00
1.396263401595463582e+00 -4.890301328551879934e+00 -4.727627707922840372e+00 -3.390505712426765239e+00
1.459729919849802826e+00 -4.904827754830199282e+00 -4.739470701463580404e+00 -3.394081838403742779e+00
1.523196438104142292e+00 -4.918103988964884543e+00 -4.750808075633488947e+00 -3.397603910046783859e+00
1.586662956358481535e+00 -4.930690764262982917e+00 -4.761503227347406053e+00 -3.400740530838891829e+00
1.650129474612820779e+00 -4.941073731474830311e+00 -4.771482873524014678e+00 -3.403741924671912500e+00
1.713595992867160023e+00 -4.951234641156303518e+00 -4.780713443083294045e+00 -3.406565387473868611e+00
1.777062511121499266e+00 -4.960457017128711676e+00 -4.789183881983579028e+00 -3.409174474150218792e+00
1.840529029375838510e+00 -4.968771466448611562e+00 -4.796894695542235354e+00 -3.411843012026152255e+00
1.903995547630177754e+00 -4.976214629593497030e+00 -4.803809047670261734e+00 -3.414004975754063143e+00
1.967462065884516997e+00 -4.982821210231807463e+00 -4.810731487748693525e+00 -3.415876200080860237e+00
2.030928584138856241e+00 -4.988620410961624785e+00 -4.814459898428162354e+00 -3.417436491937491105e+00
2.094395102393195707e+00 -4.994402692876335870e+00 -4.819611225957712186e+00 -3.418669342194137428e+00
2.157861620647534728e+00 -4.996996385427604714e+00 -4.823882004913018662e+00 -3.419561825193165649e+00
2.221328138901874194e+00 -5.001704933911186757e+00 -4.827341128174604812e+00 -3.420104545710665356e+00
2.284794657156213216e+00 -5.003159578841447797e+00 -4.830034202378207908e+00 -3.420291616309711458e+00
2.348261175410552681e+00 -5.007534090066266153e+00 -4.831990542518012077e+00 -3.420120651972537562e+00
2.411727693664891703e+00 -5.009246804040678569e+00 -4.833228234247435751e+00 -3.419592773595641511e+00
2.475194211919231169e+00 -5.009966242435446304e+00 -4.833757431942168559e+00 -3.418712616764447265e+00
2.538660730173570190e+00 -5.009692761937584393e+00 -4.833582234550791057e+00 -3.417488347240701163e+00
2.602127248427909656e+00 -5.008426114018238451e+00 -4.832701431831979200e+00 -3.415931690112314900e+00
2.665593766682248678e+00 -5.006206561477283934e+00 -4.831108260024895351e+00 -3.414057985662147132e+00
2.729060284936588143e+00 -5.002450648398220068e+00 -4.828789117113495344e+00 -3.411886291081787537e+00
2.792526803190927165e+00 -5.000765288561652255e+00 -4.825721009124837479e+00 -3.409198895542082663e+00
2.855993321445266631e+00 -4.994305344573264804e+00 -4.821867383536559082e+00 -3.406563182136982615e+00
2.919459839699605652e+00 -4.991244820586966391e+00 -4.817172044888124560e+00 -3.403702562068432691e+00
2.982926357953945118e+00 -4.985564263456184975e+00 -4.813956966957650963e+00 -3.400652608143101663e+00
3.046392876208284584e+00 -4.979332094669492115e+00 -4.807286899737125196e+00 -3.397455476502904137e+00
3.109859394462623605e+00 -4.972278708553185211e+00 -4.800532025153580129e+00 -3.393837327217004596e+00
3.173325912716963071e+00 -4.964371890528330056e+00 -4.793221469703053295e+00 -3.390175642048691262e+00
3.236792430971302093e+00 -4.955575461890453504e+00 -4.785160766143108368e+00 -3.388282759191056481e+00
3.300258949225641558e+00 -4.945855094402287655e+00 -4.776348186651981464e+00 -3.384836767821347792e+00
3.363725467479980580e+00 -4.933848033287944190e+00 -4.766790420993308963e+00 -3.381603119453630235e+00
3.427191985734320046e+00 -4.923964885353398380e+00 -4.756510931745232540e+00 -3.378651416618439374e+00
3.490658503988659067e+00 -4.911131623037745975e+00 -4.745563776126472177e+00 -3.376049569679466344e+00
3.554125022242998533e+00 -4.897360114784961915e+00 -4.734053871045283302e+00 -3.373861463976955299e+00
