3.617591540497337554e+00 -4.884721362469095496e+00 -4.722162594377393496e+00 -3.371888404618712087e+00
3.681058058751677020e+00 -4.869138721952014137e+00 -4.709302246919615520e+00 -3.370418388753283701e+00
3.744524577006016042e+00 -4.856402057659239269e+00 -4.697880272544840530e+00 -3.369609662916942305e+00
3.807991095260355507e+00 -4.841951531281682541e+00 -4.687251950857326044e+00 -3.369469592376450606e+00
3.871457613514694529e+00 -4.830817921848844065e+00 -4.678028512231784397e+00 -3.369995952704083919e+00
3.934924131769033995e+00 -4.820961652321757107e+00 -4.670407539908533856e+00 -3.371179265277358894e+00
3.998390650023373016e+00 -4.814385697221016613e+00 -4.665594073318436230e+00 -3.373004100014049378e+00
4.061857168277712482e+00 -4.814663311011757152e+00 -4.664219077648787071e+00 -3.375413005913030506e+00
4.125323686532051504e+00 -4.815068849850248967e+00 -4.666422665229093880e+00 -3.377915335697221355e+00
4.188790204786391413e+00 -4.822285757840046649e+00 -4.672038544209146771e+00 -3.380798101031971648e+00
4.252256723040730435e+00 -4.832717030906096944e+00 -4.680212548120661786e+00 -3.384003245680702765e+00
4.315723241295069457e+00 -4.844073613409896950e+00 -4.690000190939022318e+00 -3.387471978884943002e+00
4.379189759549408478e+00 -4.857746268037921311e+00 -4.701090047485974033e+00 -3.391145707666942677e+00
4.442656277803748388e+00 -4.872902388749522196e+00 -4.713958941950817660e+00 -3.393268872928825175e+00
4.506122796058087410e+00 -4.888467029516460727e+00 -4.726300502401364234e+00 -3.397176973168153591e+00
4.569589314312426431e+00 -4.901501288795597766e+00 -4.738466506217692498e+00 -3.400817695741097157e+00
4.633055832566765453e+00 -4.915234660704393299e+00 -4.750181172969748289e+00 -3.404202399687367375e+00
4.696522350821105363e+00 -4.928422506172533524e+00 -4.761275354273281302e+00 -3.407452577923122838e+00
4.759988869075444384e+00 -4.939547188202013217e+00 -4.771657974549704306e+00 -3.410530119051941700e+00
4.823455387329783406e+00 -4.950297299170268062e+00 -4.781287984427384785e+00 -3.413402604577921995e+00
4.886921905584122428e+00 -4.960065611720181344e+00 -4.790152492671388984e+00 -3.416559569704372024e+00
4.950388423838462337e+00 -4.968882973102497047e+00 -4.798252405863990155e+00 -3.419078511604273007e+00
5.013854942092801359e+00 -4.976792433853113096e+00 -4.805594314093766251e+00 -3.421330876909755236e+00
5.077321460347140381e+00 -4.983836982265422932e+00 -4.812174441772017808e+00 -3.423295716900064178e+00
5.140787978601480290e+00 -4.990053471516923800e+00 -4.818974524840895945e+00 -3.424954945775644966e+00
5.204254496855819312e+00 -4.995470721441007456e+00 -4.822264620352679998e+00 -3.426293445674231997e+00
5.267721015110158334e+00 -5.000799482103613691e+00 -4.827005100470809218e+00 -3.425585531456691868e+00
5.331187533364497355e+00 -5.003085241847793796e+00 -4.830884510983016966e+00 -3.426249315516877836e+00
5.394654051618837265e+00 -5.007373595245156572e+00 -4.833966834054000294e+00 -3.426566050074136172e+00
5.458120569873176287e+00 -5.008581036866937453e+00 -4.836292942100031134e+00 -3.426533421332287332e+00
5.521587088127515308e+00 -5.012463267114479315e+00 -4.837888060537675727e+00 -3.426152409938039156e+00
5.585053606381854330e+00 -5.013706516040218553e+00 -4.838766851837245753e+00 -3.425427269814738995e+00
5.648520124636194240e+00 -5.013924583836281812e+00 -4.838936502581331567e+00 -3.426078519793267052e+00
5.711986642890533261e+00 -5.013117712127739267e+00 -4.838398259640698917e+00 -3.424690019408286545e+00
5.775453161144872283e+00 -5.011455128974501960e+00 -4.837147713142532446e+00 -3.422989034873608727e+00
5.838919679399211304e+00 -5.007903725672746553e+00 -4.835173889083856480e+00 -3.420992206701202853e+00
5.902386197653551214e+00 -5.006445872539472930e+00 -4.832456966069071491e+00 -3.418719002455000933e+00
5.965852715907890236e+00 -5.000438847480683791e+00 -4.828964230853601158e+00 -3.416191617715957474e+00
6.029319234162229257e+00 -4.997645919641314549e+00 -4.824643831903677516e+00 -3.413054794646031898e+00
6.092785752416569167e+00 -4.992417352181469425e+00 -4.819416146357948350e+00 -3.410197916914564864e+00
6.156252270670908189e+00 -4.986535928479047364e+00 -4.815569971893523871e+00 -3.407151727756293713e+00
6.219718788925247210e+00 -4.979838379148779026e+00 -4.808769222119122944e+00 -3.403949587454996983e+00
6.283185307179586232e+00 -4.972290979999814731e+00 -4.801810539520031007e+00 -3.400630082289145317e+00
